"date","location","deaths","injuries","description","date_string","day_of_week","month","year","state"
"1915-02-03","Jasper, Florida","1","1","20-year-old Will Yates, teacher of Clear Pond school in Hamilton county, Fla., was killed in a fight with Claude Holtzendorff and his two sons. A whipping administered in school to one of the Holtzendorff boys started the trouble. After punishing the boy Yates armed himself, and when accosted by the Holtzendorffs, shot the father through the mouth. He was in turn shot through the body, dying an hour later.<sup id='cite_ref-67' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-67'>[67]</a></sup>","February 3, 1915","Wednesday","February","1915","Florida"
"1916-09-20","Bemidji, Minnesota","0","1","Olga Dahl, the 19-year-old teacher at the Round Lake District School, was found tied to a tree near the school, assaulted and shot twice in the face. She had been working late after school, and a man with a revolver entered the school house and ordered her to obey him. He raped and shot her; she was expected to live. All available men in Itasca County joined in hunting the assailant.<sup id='cite_ref-68' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-68'>[68]</a></sup><sup id='cite_ref-69' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-69'>[69]</a></sup>","September 20, 1916","Wednesday","September","1916","Minnesota"
"1916-12-26","Danville, Kentucky","1","","During the Christmas tree celebration at the Harris Creek School, with a packed room of children and visitors, a fight broke out. William Benedict, Sr. was instantly killed, William Benedict, Jr. was shot in the ankle, Bourdon Galloway was shot in the right arm, and Mike Gaddis was shot in the leg. Many others were injured. The disturbance was said to be started by Thomas Thornton, who had been drinking and was told to calm down by Benedict. Thornton's brother George left the room and returned with a revolver.<sup id='cite_ref-70' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-70'>[70]</a></sup>","December 26, 1916","Tuesday","December","1916","Kentucky"
"1917-06-05","Harrisburg, Pennsylvania","0","1","16-year-old freshman, Earl Wolf, was accidentally shot in the leg with a revolver around noon time, in the company of his classmates at the Central High School.<sup id='cite_ref-71' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-71'>[71]</a></sup>","June 5, 1917","Tuesday","June","1917","Pennsylvania"
"1917-10-28","Chicago, Illinois","1","0","Overnight two brothers, 16-year-old William and 15-year-old Ralph Carter, broke into the May public school, robbing the phone boxes and teachers' desks. Discovered by janitor Howard Parks and policeman Thomas Conway, a gunfight broke out. William was critically wounded and not expected to live; Ralph Carter was taken to jail.<sup id='cite_ref-72' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-72'>[72]</a></sup>","October 28, 1917","Sunday","October","1917","Illinois"
"1917-11-29","Manes, Missouri","0","1","At the Perkins school's Thanksgiving night pie supper, 21-year-old teacher Joe Todd, was mysteriously shot. He was expected to recover.<sup id='cite_ref-73' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-73'>[73]</a></sup>","November 29, 1917","Thursday","November","1917","Missouri"
"1918-03-29","Jefferson City, Missouri","1","0","At the <a href='https://en.wikipedia.org/wiki/Lincoln_University_(Missouri)' title='Lincoln University (Missouri)'>Lincoln Institute, State Negro Normal School</a>, 31-year-old Professor Romeo West, was killed in the dormitory by superintendent of school Theodore Martin. They were arguing over which dishes to use at a social. Martin said he shot in self-defense, fatally hitting West with three of five shots.<sup id='cite_ref-74' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-74'>[74]</a></sup>","March 29, 1918","Friday","March","1918","Missouri"
"1918-04-06","Reeder, North Dakota","1","0","During the afternoon recess, a boy was looking over a 22-caliber rifle; it discharged, striking the head of the Coyne boy in the seat to the front, killing him instantly.<sup id='cite_ref-75' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-75'>[75]</a></sup>","April 6, 1918","Saturday","April","1918","North Dakota"
"1919-01-09","Monroe City, Missouri","0","0","While school was in session, Hugh Claggett shot through the school house's front door while on his way home from work. No one was hurt, and he was fined $20.<sup id='cite_ref-76' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-76'>[76]</a></sup>","January 9, 1919","Thursday","January","1919","Missouri"
"1919-04-12","Ogden City, Utah","0","1","During a high school assembly, six boys shot off their guns. Permission had been given in the belief the guns were loaded with blanks but they had live shot. Teacher Verna Davidson was shot in the foot.<sup id='cite_ref-77' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-77'>[77]</a></sup>","April 12, 1919","Saturday","April","1919","Utah"
"1919-08-04","Berkeley, California","0","2","Roger Sprague, an assistant in the department of chemistry at the <a href='https://en.wikipedia.org/wiki/University_of_California' title='University of California'>University of California</a>, despondent and desperate over his inability to obtain a position, slightly wounded 59-year-old Professor Edmond O'Neill, head of department, and 37-year-old Dr. <a href='https://en.wikipedia.org/wiki/Joel_Henry_Hildebrand' title='Joel Henry Hildebrand'>Joel Henry Hildebrand</a>, professor of chemistry, in the administration offices of Gilman Hall. He then went to California Hall and attempted to shoot 57-year-old <a href='https://en.wikipedia.org/wiki/May_L._Cheney' title='May L. Cheney'>May L. Cheney</a>, appointment secretary, but struck only one of her hair combs before he was subdued.<sup id='cite_ref-78' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-78'>[78]</a></sup>","August 4, 1919","Monday","August","1919","California"
"1920-02-14","Durant, Oklahoma","0","1","At the Durant Normal School, teacher Albert McFarland, was seriously wounded by one of his pupils.<sup id='cite_ref-79' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-79'>[79]</a></sup>","February 14, 1920","Saturday","February","1920","Oklahoma"
"1920-03-04","Cincinnati, Ohio","0","1","14-year-old student, Lawrence Angel, shot his teacher, Beatrice Conner, through the arm for sending him to the principal's office.<sup id='cite_ref-80' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-80'>[80]</a></sup>","March 4, 1920","Thursday","March","1920","Ohio"
"1920-05-01","Summerville, Georgia","0","0","At the High School, 15-year-old student Alexander Potter, fired six shots at his teacher, Prof. Ransom, but missed. Potter was upset over having received a severe thrashing and expulsion. Potter was sentenced to six years at a reform school.<sup id='cite_ref-81' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-81'>[81]</a></sup>","May 1, 1920","Saturday","May","1920","Georgia"
"1920-05-15","Bowling Green, Ohio","1","0","While attending her son's school track meet, Mrs. F. Mahl was killed accidentally by shot from the starter's pistol.<sup id='cite_ref-82' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-82'>[82]</a></sup>","May 15, 1920","Saturday","May","1920","Ohio"
"1920-08-01","Ogden, Utah","0","1","Mike Smults, the night watchman at the Utah school for the Deaf and Blind, shot a 10-year-old boy, Dennis McDonald, as he and his brother Clinton cut through the campus. The watchman said he fired into the air as a warning.<sup id='cite_ref-83' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-83'>[83]</a></sup>","August 1, 1920","Sunday","August","1920","Utah"
"1920-10-22","Chicago, Illinois","0","1","Mrs. Carmila Rindoni went to the school and twice shot Rosalind I. Reynolds, her son's teacher, for spanking her son the day before. Mrs. Rindoni was arrested, and Miss Reynolds was expected to recover.<sup id='cite_ref-84' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-84'>[84]</a></sup>","October 22, 1920","Friday","October","1920","Illinois"
"1920-11-04","Middlesboro, Kentucky","1","0","Prof. Barnes of Middlesboro High School was fatally shot by Adolphus Oaks, for whipping his sister the week before. Barnes had already submitted his resignation to the school board, as his students had boycotted his class in protest over the whipping. He intended to leave the city that weekend. Oaks went to jail.<sup id='cite_ref-85' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-85'>[85]</a></sup>","November 4, 1920","Thursday","November","1920","Kentucky"
"1922-02-17","Valdosta, Georgia","2","0","John Glover broke into the school house, where he killed a girl and fatally wounded a boy. A mob tracked and killed Glover 7 miles (11&#160;km) away in Indianola, now <a href='https://en.wikipedia.org/wiki/Naylor,_Georgia' title='Naylor, Georgia'>Naylor, Georgia</a>.<sup id='cite_ref-86' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-86'>[86]</a></sup>","February 17, 1922","Friday","February","1922","Georgia"
"1922-08-01","Ardmore, Oklahoma","1","0","Bryant Hignight and four other students were hanging out at the outhouse of the Mount Zion school. Hignight fired two shots. One entered Raymond Guin's head, killing the boy instantly. Three of the boys were questioned, but all said it was an accident.<sup id='cite_ref-87' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-87'>[87]</a></sup>","August 1, 1922","Tuesday","August","1922","Oklahoma"
"1926-12-29","Gettysburg, Pennsylvania","0","1","12-year-old Frederick Heilman was shot through the right instep when <a href='https://en.wikipedia.org/wiki/Gettysburg_College' title='Gettysburg College'>Gettysburg College</a> janitor, Joseph Carver, fired in the direction of a group of boys attempting to force their way into the college gymnasium. Carver had shot into the ground, attempting to scare the boys, and was not aware that a bullet had ricocheted. Mr Heilman chose not to prefer criminal charges.<sup id='cite_ref-88' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-88'>[88]</a></sup>","December 29, 1926","Wednesday","December","1926","Pennsylvania"
"1930-05-22","Ringe, Minnesota","1","0","24-year-old Douglas Petersen, killed 20-year-old teacher, Margaret Wegman, who was standing in the doorway of a rural schoolhouse.<sup id='cite_ref-89' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-89'>[89]</a></sup>","May 22, 1930","Thursday","May","1930","Minnesota"
"1931-05-28","Duluth, Minnesota","1","0","Katherine McMillen, 24-year-old teacher at the Howard Gensen rural school near Duluth, was accidentally killed by a pupil who brought a revolver to school.<sup id='cite_ref-90' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-90'>[90]</a></sup>","May 28, 1931","Thursday","May","1931","Minnesota"
